# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47;g__	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	5	0	0	0	0	0	2	2	0	0	3	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__	0	0	0	8	0	0	0	0	2	0	0	2	7	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	3	7	0	7	4	17	0	8
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	2	2	2	0	2	0	0	6	0	0	5	0	3	0	0	0	0	0	0	0	0	4
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__;g__	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__;g__	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
k__Bacteria;p__Chloroflexi;c__C0119;o__;f__;g__	0	0	0	12	0	2	0	0	2	0	0	2	8	2	0	7	0	3	0	0	5	2	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	13	0	5	13	0	2	0	2	0	5	2	12
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__;g__	0	4	0	22	0	6	0	0	3	0	0	326	58	0	78	249	0	0	0	44	15	87	20	6	0	9	0	0	0	0	4	11	6	45	11	8	3	0	2	5	15	3	0	16	0	0	0	34	13	20	29	25	22	29
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__FFCH7168;g__	0	0	0	9	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	6
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Oscillochloridaceae;g__Oscillochloris	0	0	0	9	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__;g__	0	0	0	17	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	2	4	0	2	0	0	6	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	3
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__	0	0	2	25	5	9	0	0	0	2	0	0	0	0	0	7	0	0	0	0	3	14	0	0	0	3	4	4	0	0	0	0	0	5	14	0	9	0	0	5	0	0	11	0	0	0	0	0	0	4	10	0	2	11
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__	0	0	0	20	22	10	17	2	13	145	0	4	10	0	0	8	7	13	9	12	17	19	38	17	0	23	3	11	16	0	25	12	13	32	35	34	30	15	14	8	21	50	53	22	43	6	0	31	15	37	77	102	37	11
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	3	0	0	3	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__;g__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	2	0	0	0	0	2	0	0	2	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__	0	0	3	0	0	0	2	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	7	3	5	20	0	5	0	0	0	2	7	2	0	12	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__;g__	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__	0	0	0	16	6	4	0	0	2	0	0	0	231	0	2	3	0	3	0	2	0	2	0	5	0	0	0	0	4	0	6	0	0	3	0	11	5	0	0	5	2	6	9	0	3	3	0	0	0	6	0	3	4	3
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	2	0	0	6	0	0	0	0	0	0	3	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570;g__	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	11	11	0	3	0	0	0	0	0	0	5	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__;f__;g__	0	0	0	0	0	0	0	0	2	0	0	15	9	0	16	18	0	0	0	8	0	15	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	9	0	3	3	0	3	25	0	0	0	15	5	3	0	20	12	7
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Ellin6537;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__	0	0	4	27	4	0	0	10	10	92	0	57	37	2	6	28	12	6	15	8	12	14	10	0	2	13	10	8	2	0	11	12	0	64	25	22	5	2	0	25	18	2	8	22	23	8	0	49	3	21	37	62	15	35
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__;g__	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__;f__;g__	0	0	0	12	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	12
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__;g__	19	7	104	32	39	38	52	0	20	0	0	57	61	10	109	248	8	42	44	47	30	143	44	19	2	33	30	0	11	0	15	40	3	89	74	244	45	10	7	25	0	28	110	116	70	39	0	66	44	96	120	97	83	76
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;g__	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;g__	0	0	0	10	0	0	0	0	6	0	0	2	17	0	0	5	0	3	0	0	0	17	0	4	0	2	0	0	0	0	0	2	0	16	0	10	0	0	0	0	0	0	2	4	5	6	0	2	2	7	7	0	0	6
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__	0	2	6	32	0	3	0	0	5	0	0	0	0	0	0	5	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0	2	0	4	5	2	2	3	0	0	0	0	3	6	3	12	0	0	0	4	7	0	0	2
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	245	86	2528	1568	872	2845	519	37	236	40	156	2525	808	99	309	939	1731	1159	730	478	773	984	677	560	297	1251	576	276	1005	2	278	229	137	2430	1120	2053	2582	382	587	418	593	521	2351	2208	2054	6033	7406	2746	1198	3228	968	997	1735	1688
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	2	0	0	2	0	4	13	2	0	0	0	2	0	0	0	4	3	7
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__	0	123	29	178	97	68	84	9	73	5	0	824	609	41	329	216	31	43	15	98	21	660	96	21	27	204	115	5	32	0	36	136	172	730	402	164	172	34	32	19	32	18	89	429	71	0	2	345	173	203	225	297	100	286
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Gloeotrichia	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Nostoc	0	13	10	101	7	17	6	2	20	0	0	12	112	0	122	16	0	0	0	16	6	298	15	4	3	19	12	0	3	0	5	45	15	60	73	28	56	0	6	13	2	0	15	94	18	0	0	88	24	23	77	78	0	82
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Stigonematales;f__Rivulariaceae;g__Calothrix	9	18	16	80	29	44	29	2	45	0	0	176	155	2	88	43	17	24	12	62	18	362	70	13	14	66	35	9	23	0	18	42	30	339	105	47	39	15	22	18	15	13	51	121	25	33	0	194	88	93	99	95	49	120
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__	55	32	79	87	47	126	97	0	104	0	0	679	718	37	213	83	30	98	52	166	68	1130	168	39	13	155	56	22	37	0	29	96	9	437	191	171	108	30	27	30	33	12	119	388	38	23	0	342	188	242	253	248	111	295
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__Chroococcidiopsis	0	4	12	6	13	28	24	2	18	0	0	376	64	12	36	14	10	30	16	36	7	186	31	14	0	67	17	0	6	0	11	13	0	147	35	31	33	6	8	18	14	6	42	87	6	0	0	94	48	64	46	55	32	73
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium	0	7	15	282	69	40	34	0	15	0	0	9	350	0	7	22	0	4	0	20	9	115	13	5	0	20	28	0	0	0	0	46	25	80	59	15	22	3	6	0	6	0	3	67	4	8	0	79	14	4	29	43	6	36
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Leptolyngbya	0	24	0	85	9	5	3	2	15	0	0	86	46	0	107	119	110	9	10	17	3	183	14	3	2	59	43	0	0	0	2	45	49	151	200	45	7	0	0	19	11	3	17	73	10	0	0	133	78	124	73	43	13	172
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Acaryochloridaceae;g__Acaryochloris	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__;g__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__FBP;c__;o__;f__;g__	0	2	0	21	14	7	9	0	18	0	0	51	8	6	26	43	2	10	15	16	4	31	15	2	7	9	6	3	5	0	3	3	4	34	10	19	14	4	5	10	4	5	32	20	5	4	0	20	16	25	24	14	12	14
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__TSCOR003-O20;g__	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	14	4	32	69	31	23	6	3	0	5	0	4	5	1077	0	55	98	21	36	3	16	0	7	9	0	2	11	3	5	0	0	12	0	3	10	2	0	27	2	18	5	9	15	6	53	3	3	3	0	12	10	2	88	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__	0	0	24	0	5	0	23	0	2	21	0	8	2	2	9	36	0	63	26	0	7	4	7	5	2	2	2	0	0	0	0	0	0	0	2	13	3	0	6	5	7	5	11	0	11	0	0	0	0	7	9	18	10	38
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	16	0	22	0	3	15	8	0	33	0	0	11	0	9	7	25	2	56	36	0	24	0	4	18	0	0	0	0	10	0	2	5	0	0	0	2	0	8	10	17	14	21	13	3	641	34	50	6	4	7	8	6	97	9
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0	0	79	243	219	178	84	36	27	0	0	9	2	148	65	189	15	447	179	5	47	7	66	29	0	25	0	0	21	0	21	40	17	6	23	37	24	30	90	139	17	33	74	14	84	3	7	20	24	20	51	39	91	14
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	168	10	1059	251	244	115	1118	2870	681	43	8	744	528	951	115	489	13	469	423	232	893	332	625	438	81	1105	110	67	284	0	31	326	134	87	458	663	242	185	160	203	389	353	442	171	1051	243	802	142	121	150	472	312	443	316
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	0	0	13	0	0	4	0	0	3	7	0	0	0	7	6	26	0	31	7	7	17	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	55	0	8	9	13	7	0	64	7	0	5	0	0	0	7	18	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Marinococcus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	284	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	139	0	0	0	0	0	0	0	2	0	0	221	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__	0	0	0	0	0	0	0	0	0	0	0	7	0	24	4	7	0	0	0	10	4	0	114	1250	0	0	9	0	0	0	0	0	0	0	8	0	2189	41	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__	17	0	3	0	10	5	4	0	4	4	0	0	0	0	12	6	0	13	36	0	2	0	13	0	0	2	2	0	0	0	5	0	0	0	39	8	0	4	0	7	7	9	23	10	20	5	5	8	4	8	6	0	8	3
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Ammoniphilus	0	0	13	0	0	0	0	0	2	15	0	0	0	0	0	8	0	16	12	3	4	0	0	8	0	0	0	2	0	0	0	0	0	3	0	0	0	5	0	3	18	6	0	0	248	0	0	5	4	3	3	0	11	8
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0	2	9	0	0	3	7	0	0	7	0	0	0	0	2	17	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	5	8	0	3	40	0	0	3	0	0	0	3	23	11
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	2	0	11	13	0	4	0	0	0	0	11	8
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	106	2	46	16	57	33	39	0	10	5	0	2	11	64	22	80	3	78	60	4	55	2	15	57	36	2	0	0	59	0	20	4	0	5	60	21	30	42	13	72	38	51	78	22	101	22	7	20	12	24	12	8	85	34
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	54	27	319	137	3	120	275	13	171	41	0	38	32	1467	88	402	58	1026	8	61	213	45	165	335	60	30	23	0	233	0	111	65	14	49	108	92	354	121	155	267	413	603	86	158	135	16	11	112	88	130	60	0	950	183
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	5	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	36	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0	0	15	0	20	0	6	0	8	0	0	3	0	75	0	23	0	11	47	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	69	4	5	22	14	16	0	643	0	0	0	0	0	0	48	24	9
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus	0	0	0	0	4	5	9	0	6	0	0	0	0	0	0	0	0	11	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	17	0	4	0	0	0	0	12	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__	0	0	7	0	0	0	10	0	0	3	0	0	0	0	0	10	0	29	3	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	2	0	2	7	0	2	0	0	0	3	0	4	5	6	10
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Pullulanibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus	0	0	0	0	0	0	12	21	4	0	0	6	8	0	3	0	0	0	0	5	22	6	10	0	0	11	0	0	0	0	0	3	0	0	0	0	5	0	6	0	6	2	2	0	0	0	0	2	0	2	5	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	51	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0	1021	0	0	0	0	0	200	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__	0	0	13	0	5	0	0	0	0	0	0	0	2	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	3	3	23	0	0	17	0	3	0	0	0	2	10	0
