# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	14	8	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	14	12	19	2	2	2	38	6	7	0	0	7	2	0	0	2	0	0	0	0	10	6	38	3	0	96	20	1565	5	0	0	0	0	2	4	0	0	0	2	0	0	0	0	8	0	0	0	5	6	7	57	71	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	0	0	5	0	0	0	4	3	0	0	0	2	2	0	0	0	0	0	0	0	4	0	9	0	0	38	2	798	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	13	0	0	0	0	2	0	24	16	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__ph2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	33	29	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__;g__	0	0	17	5	5	2	5	0	3	46	0	0	3	0	6	34	0	22	50	7	8	2	5	7	0	0	0	0	3	0	2	0	0	7	0	0	2	9	2	0	24	5	7	2	14	3	0	12	0	0	0	7	66	12
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__D2;g__	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__	0	0	8	0	3	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	9	0	0	0	0	4	0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	4	2	0	0	0	10	10	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0	0	5	0	0	0	0	0	0	151	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	3	21	2	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	27	0	0	5	0	0	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	3
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__	0	0	6	8	0	0	0	0	0	24	0	3	2	0	0	0	0	0	0	0	4	0	3	0	0	0	0	6	0	0	0	0	0	0	7	7	0	0	0	0	0	5	0	0	5	11	6	0	0	0	8	2	0	4
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__;g__	0	0	4	4	2	7	0	0	0	11	0	3	10	0	9	53	0	3	4	0	7	2	0	3	0	0	4	0	0	0	0	0	0	0	0	4	0	2	0	3	0	0	11	7	5	5	0	3	3	5	0	10	0	2
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	3
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__	0	0	0	17	9	8	0	0	0	6	0	0	12	0	0	7	0	0	0	2	8	42	3	9	0	0	0	6	9	0	6	0	0	0	7	7	2	7	0	0	6	20	11	0	0	0	0	7	0	0	10	6	0	7
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__	0	0	2	4	0	2	2	0	0	32	0	0	0	0	4	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	6
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__	17	30	52	64	81	34	66	3	150	0	0	289	447	6	183	130	75	110	53	130	49	467	176	77	9	60	44	4	60	0	16	83	15	232	147	74	62	302	39	52	85	47	113	514	99	0	0	234	164	200	170	203	192	207
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__A1-B1;g__	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__	0	0	3	3	0	2	2	0	0	9	0	0	2	0	0	0	0	2	12	0	0	20	0	0	0	4	0	0	0	0	5	0	0	0	0	16	3	0	0	0	0	0	9	3	0	0	0	0	0	0	14	8	4	3
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0	0	0	28	0	0	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	8	2	2	0	0	0	0	4	7	19	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__	0	0	4	24	2	6	9	0	4	0	0	11	26	0	39	27	2	0	0	2	12	7	2	4	2	9	5	7	0	0	3	7	9	11	9	9	15	0	0	0	7	0	13	0	8	3	0	16	24	28	9	50	7	24
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__	0	0	0	0	0	2	0	0	0	12	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	6	0	4	0	0	0	0	2	0	4	4	3
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	0	0	0	14	0	3	0	0	0	4	0	13	23	0	3	2	0	2	0	3	2	20	7	0	0	0	2	0	0	0	0	0	0	18	0	6	2	0	0	3	0	0	7	0	4	0	0	10	0	0	27	34	4	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__	0	0	6	9	0	12	5	0	10	78	0	6	87	2	32	46	0	4	0	2	7	21	0	8	0	0	9	0	3	0	9	3	0	3	5	32	0	13	0	12	4	7	34	4	3	3	0	0	5	3	27	60	17	24
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces	0	0	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__;g__	0	0	0	6	0	0	0	0	0	30	0	0	4	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	3	9	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	0	0	3	9	7	3	0	2	10	70	0	0	9	0	29	35	7	20	0	13	3	8	11	2	3	4	0	0	0	0	6	4	3	5	46	17	14	0	0	0	2	10	29	8	9	0	0	9	0	2	54	64	11	17
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	2	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	45	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	39	23	67	91	73	76	47	65	118	145	0	103	49	10	319	325	71	180	40	53	77	65	85	42	79	44	125	50	101	0	55	24	2	74	56	115	32	29	51	82	102	77	123	99	75	4	8	72	171	192	51	61	128	93
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Arthrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	2	0	2	9	0	0	0	13	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	4	3	0	8
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	0	0	0	3	0	0	3	12	0	0	0	7	0	0	8	0	0	0	0	0	0	18	14	2	0	5	2	0	0	0	0	0	0	4	10	0	0	6	4	0	5	0	0	0	0	15	0	3	0	2	0	3	0	5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter	0	7	7	34	17	0	5	20	10	4	0	7	17	0	14	6	0	18	13	42	7	13	9	5	0	32	43	42	0	0	0	21	7	10	6	47	82	0	0	5	13	0	0	11	0	0	0	27	18	24	48	25	0	10
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana	0	17	17	74	61	31	45	30	30	10	0	28	19	9	26	23	16	44	50	108	41	39	53	33	60	37	29	43	64	0	44	21	7	30	50	59	60	25	36	15	35	39	53	35	42	0	0	48	65	63	53	72	32	46
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	18	0	5	47	5	43	8	7	16	12	0	15	11	0	8	4	0	0	0	4	0	10	20	0	9	11	45	10	9	0	9	0	0	11	15	15	11	16	5	3	8	7	25	13	34	0	0	9	13	16	10	16	17	9
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__	0	0	0	8	4	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	15	12	49	77	24	23	52	5	49	16	0	78	54	12	38	48	53	78	43	45	31	133	78	33	11	51	85	69	37	0	26	44	11	114	106	41	60	81	44	69	70	12	81	205	62	0	0	101	96	157	91	82	104	144
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__	20	14	109	55	240	134	74	12	135	0	0	53	19	91	131	188	70	128	21	66	181	60	261	158	364	47	400	72	262	0	261	35	12	44	106	224	65	111	132	132	176	187	207	175	136	0	0	78	242	179	47	59	164	159
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas	0	0	0	0	7	7	0	0	3	0	0	0	0	0	0	0	0	2	0	0	4	0	0	8	13	0	0	0	8	0	4	0	0	0	0	0	0	5	4	8	3	0	21	9	3	0	0	0	6	4	2	0	3	2
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__	0	0	4	0	0	0	22	2	8	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	2	7	0	0	9	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	14	0	0	22	2	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__	9	29	27	76	39	15	43	0	65	17	0	172	63	17	342	561	66	114	57	53	33	138	79	33	29	9	54	8	50	0	26	46	16	252	96	53	64	73	30	87	77	58	28	129	93	2	8	164	64	132	130	139	80	188
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia	0	0	0	0	0	0	0	0	10	0	0	0	0	0	96	0	0	56	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	101	117	0	0	47	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	0	7	8	38	15	26	0	10	41	25	0	26	11	0	17	8	0	16	23	42	26	24	77	66	0	33	109	12	10	0	21	9	26	75	17	19	25	66	14	9	11	12	39	53	39	3	0	24	8	34	34	28	296	42
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas	0	0	0	0	156	5	5	4	3	33	0	0	11	43	0	25	0	0	0	3	0	19	22	6	0	10	7	3	0	0	0	8	0	9	12	146	13	0	0	15	0	7	5	9	95	0	0	3	0	2	12	31	9	8
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea	5	4	0	3	11	0	3	7	2	6	0	0	9	0	17	0	0	0	9	0	0	0	4	0	0	0	5	51	0	0	0	13	6	13	0	21	16	0	0	0	0	0	0	0	0	0	0	10	18	0	29	10	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	0	6	15	85	22	0	15	0	0	70	0	7	28	0	13	11	6	30	9	14	9	63	0	0	11	19	0	21	0	0	0	0	0	2	18	52	42	0	0	4	5	26	12	0	0	0	6	29	16	9	91	96	0	7
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__	0	0	5	0	0	0	0	0	4	0	0	2	0	2	0	0	0	2	0	0	5	0	0	3	0	3	0	0	3	0	5	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Pseudochrobactrum	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__	0	0	0	0	0	0	2	0	0	109	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	6	0	0	0	0	0	0	0	6	7	0	0	0	2	0	0	5	0	3	8	0	3	0	0	20	19	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	0	17	76	148	194	139	78	43	104	7	0	76	40	51	73	95	65	145	30	78	149	82	149	132	221	62	38	28	230	0	221	45	4	76	129	203	95	79	106	120	195	173	111	183	171	23	0	87	199	156	85	81	145	157
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0	0	0	14	0	3	0	0	0	19	0	0	5	0	0	4	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	10	0	0	0	3	7	8	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes	0	0	0	17	2	2	6	0	4	217	0	0	12	0	10	7	0	6	9	3	0	0	2	16	0	3	18	11	5	0	0	3	0	10	0	25	21	17	0	0	5	5	7	31	24	26	0	4	3	6	40	61	19	34
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__	0	7	8	97	25	6	10	63	20	358	0	15	10	6	12	31	7	8	0	20	13	19	36	10	3	20	1567	536	4	0	3	0	6	31	24	21	22	0	0	16	0	0	12	21	91	0	0	36	18	18	47	30	36	19
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	46	84	265	244	309	296	274	63	367	17	2	241	165	176	335	295	193	368	154	289	486	283	626	368	515	225	387	386	553	0	650	126	60	273	432	460	220	286	381	366	428	522	483	511	491	119	7	464	505	502	188	260	464	459
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__	30	33	169	139	185	118	154	28	800	14	0	308	135	36	3353	5645	382	1043	411	201	204	359	270	254	122	140	73	16	131	0	132	175	48	432	416	854	171	136	139	198	409	253	232	412	211	0	3	317	618	863	149	142	802	808
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila	0	0	0	2	6	0	0	0	0	0	0	2	0	0	3	0	0	0	13	0	4	8	0	0	0	0	11	12	0	0	6	0	3	7	14	2	2	0	3	5	0	0	0	3	4	0	0	3	4	2	7	3	5	4
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__	0	0	9	40	20	11	10	0	5	12	0	7	9	12	14	6	0	15	0	12	34	12	11	14	11	4	20	7	9	0	29	8	0	3	15	30	8	7	2	8	14	16	23	14	5	0	0	10	12	13	12	23	11	14
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	0	0	5	0	0	2	6	3	9	13	0	0	0	2	16	17	0	2	0	6	0	0	14	2	0	2	137	171	15	0	0	0	3	5	7	0	0	0	4	10	4	4	0	8	25	0	0	0	0	0	0	0	0	5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__	9	41	14	59	21	13	5	3	9	12	0	0	0	10	8	16	20	12	64	6	21	10	16	12	49	8	117	35	44	0	24	22	2	11	13	37	7	10	39	14	19	25	41	12	25	0	0	10	30	10	7	7	14	29
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	34	5	271	173	439	269	144	38	230	16	0	69	102	76	108	64	116	254	15	155	304	128	336	262	571	97	444	304	542	0	455	79	17	88	377	430	234	185	307	311	381	335	321	368	260	54	0	116	412	288	164	119	280	242
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Kaistia	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	4	0	0	3	0	0	0	6	0	0	0	0	0	4	0	0	0	0	3	0	2	4	4	2	0	4	6	2	2	0	2	3	2	2	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	0	6	0	31	11	6	0	8	10	0	0	2	41	0	41	16	10	35	0	13	11	21	14	7	8	30	13	318	10	0	15	0	18	24	39	38	58	4	18	7	31	11	11	14	9	6	7	14	11	10	52	39	15	16
